TransactionID,CustomerID,TransactionTime,TransactionAmount,MerchantCategory,TransactionMode,Location,AccountAgeDays,RiskScore,IsFraud,Hour,DayOfWeek
916,C001203,55:43.6,82.01,utilities,online,"Toronto,CA",2868,44.45,0,13,Saturday
917,C002036,06:43.6,94.4,education,online,"Berlin,DE",3550,66.6,0,5,Friday
918,C000478,11:30.6,1.41,telecom,pos,"Berlin,DE",2432,22.12,0,12,Monday
919,C001255,55:11.6,186.04,education,online,"Remote,Unknown",804,44.71,0,17,Monday
920,C000923,18:53.6,306.02,gaming,pos,"Remote,Unknown",681,22.88,0,11,Saturday
921,C000420,02:16.6,15.48,telecom,online,"Sydney,AU",3270,44.28,0,12,Sunday
922,C002205,16:35.6,17,utilities,online,"London,UK",179,66.41,0,1,Sunday
923,C002598,58:24.6,31.81,telecom,pos,"London,UK",615,22.2,0,6,Tuesday
924,C001121,17:33.6,22.04,healthcare,pos,"Dubai,AE",1755,22.17,0,10,Thursday
925,C003069,19:12.6,71.43,others,pos,"Remote,Unknown",3600,22.3,0,21,Sunday
926,C000951,50:17.6,5.28,fashion,pos,"New York,US",47,0.01,0,7,Wednesday
927,C002337,51:43.6,14.27,utilities,pos,"Berlin,DE",2606,22.15,0,9,Wednesday
928,C002244,43:25.6,346.21,electronics,pos,"New York,US",2231,0.86,0,15,Saturday
929,C002646,03:26.6,17.92,others,atm,"Remote,Unknown",2402,22.16,0,19,Wednesday
930,C001858,58:16.6,242.77,restaurants,pos,"Sydney,AU",2535,22.73,0,10,Wednesday
931,C004613,57:30.6,83.63,healthcare,pos,"Dubai,AE",216,22.33,0,21,Monday
932,C001866,10:50.6,6.23,education,online,"Toronto,CA",2940,66.38,0,0,Tuesday
933,C002913,35:13.6,117.03,groceries,atm,"Berlin,DE",1447,44.53,0,2,Friday
934,C002854,59:59.6,47.41,healthcare,online,"Toronto,CA",1670,44.36,0,18,Thursday
935,C004911,07:11.6,31.61,travel,online,"San Francisco,US",2900,22.2,0,18,Tuesday
936,C003229,05:40.6,73.26,fashion,online,"Toronto,CA",2877,44.42,0,10,Wednesday
937,C003720,23:08.6,96.5,digital_services,online,"Bengaluru,IN",3081,22.36,0,9,Thursday
938,C003229,22:27.6,127.63,healthcare,online,"Mumbai,IN",1009,44.56,0,5,Thursday
939,C002372,30:14.6,224.51,digital_services,pos,"New York,US",1237,0.56,0,18,Friday
940,C002892,04:43.6,89.1,others,pos,"New York,US",3211,0.22,0,11,Thursday
941,C003757,38:08.6,10.48,groceries,online,"Sydney,AU",1008,66.39,0,0,Tuesday
942,C004226,32:43.6,30.93,fuel,pos,"San Francisco,US",734,22.2,0,3,Wednesday
943,C000095,28:22.6,1866.2,entertainment,pos,"New York,US",2369,34.16,0,12,Friday
944,C002675,45:20.6,130.24,fuel,pos,"San Francisco,US",2139,22.44,0,4,Friday
945,C001956,28:44.6,937.43,others,online,"Mumbai,IN",315,53.96,0,15,Thursday
946,C000794,15:32.6,291.35,utilities,pos,"Bengaluru,IN",2160,0.72,0,23,Saturday
947,C001835,08:54.6,72.98,travel,online,"Remote,Unknown",3185,66.55,0,1,Tuesday
948,C002117,32:41.6,78.39,others,online,"Toronto,CA",374,44.44,0,14,Tuesday
949,C004107,20:30.6,52.25,others,online,"Singapore,SG",1287,44.37,0,7,Tuesday
950,C003326,34:25.6,6.78,fashion,pos,"London,UK",368,44.26,0,3,Saturday
951,C002920,10:33.6,55.79,fashion,pos,"London,UK",378,22.26,0,20,Monday
952,C002598,04:31.6,233.41,utilities,online,"Berlin,DE",829,66.95,0,5,Tuesday
953,C003206,13:08.6,26.59,telecom,online,"New York,US",825,22.19,0,17,Sunday
954,C004808,50:36.6,89.51,restaurants,pos,"Berlin,DE",674,44.47,0,2,Thursday
955,C000815,55:14.6,151.7,digital_services,pos,"Remote,Unknown",1620,22.5,0,15,Saturday
956,C000346,38:13.6,18.33,fashion,online,"Berlin,DE",2605,66.41,0,3,Sunday
957,C002350,22:07.6,31.77,fuel,pos,"Remote,Unknown",3117,44.32,0,4,Sunday
958,C000363,38:48.6,16.09,restaurants,atm,"London,UK",1295,22.16,0,7,Wednesday
959,C002444,32:35.6,20.36,telecom,online,"Dubai,AE",2543,44.29,0,9,Sunday
960,C002266,44:35.6,11.64,telecom,pos,"Toronto,CA",2770,22.15,0,6,Saturday
961,C002189,39:22.6,18.53,restaurants,online,"Dubai,AE",2734,66.41,0,5,Monday
962,C003006,05:07.6,299.87,digital_services,pos,"Dubai,AE",2295,22.87,0,18,Tuesday
963,C003282,11:04.6,18.2,gaming,online,"London,UK",174,44.29,0,10,Friday
964,C000985,12:46.6,63.55,utilities,online,"Toronto,CA",36,66.52,1,4,Tuesday
965,C001640,08:40.6,29.86,healthcare,pos,"Dubai,AE",302,22.19,0,13,Thursday
966,C000828,35:44.6,224.67,telecom,pos,"Singapore,SG",3230,22.68,0,19,Monday
967,C002731,43:52.6,263.33,telecom,online,"Mumbai,IN",886,44.9,0,1,Monday
968,C003532,42:55.6,153.99,entertainment,online,"Remote,Unknown",2081,66.75,0,1,Sunday
969,C004452,52:59.6,78.84,fashion,online,"Toronto,CA",2430,44.44,0,14,Thursday
970,C002936,51:28.6,41.38,electronics,pos,"Dubai,AE",1902,22.22,0,15,Wednesday
971,C003877,40:49.6,13.06,others,pos,"Singapore,SG",2472,44.27,0,4,Saturday
972,C000127,03:20.6,562.41,telecom,pos,"Bengaluru,IN",1707,53.02,0,0,Tuesday
973,C003178,36:40.6,21.94,fuel,pos,"Toronto,CA",1703,44.3,0,1,Sunday
974,C003057,40:53.6,121.07,groceries,pos,"Berlin,DE",2774,22.42,0,15,Monday
975,C000604,39:00.6,194.7,entertainment,pos,"Toronto,CA",3367,22.61,0,10,Sunday
976,C003450,22:16.6,28.04,digital_services,pos,"Bengaluru,IN",693,0.07,0,10,Saturday
977,C004147,35:48.6,189.73,travel,pos,"Dubai,AE",595,44.72,0,2,Tuesday
978,C003534,38:29.6,136.6,fashion,pos,"San Francisco,US",3030,0.34,0,21,Tuesday
979,C003368,41:07.6,434.22,others,online,"Toronto,CA",2463,74.82,0,18,Sunday
980,C003369,11:40.6,31.09,restaurants,online,"Dubai,AE",874,44.32,0,6,Tuesday
981,C003798,24:30.6,11.67,utilities,online,"Bengaluru,IN",319,22.15,0,11,Saturday
982,C001793,49:06.6,29.77,others,pos,"Remote,Unknown",3097,22.19,0,20,Thursday
983,C002862,16:25.6,70.15,gaming,online,"San Francisco,US",758,22.29,0,17,Tuesday
984,C003477,39:39.6,58.55,fashion,online,"Singapore,SG",3625,44.39,0,11,Wednesday
985,C003418,27:17.6,34.05,electronics,atm,"Singapore,SG",1458,22.2,0,11,Monday
986,C001646,27:25.6,5.52,utilities,atm,"London,UK",2107,44.26,0,4,Tuesday
987,C001206,59:45.6,96.02,others,atm,"London,UK",177,22.36,0,19,Saturday
988,C003031,28:03.6,582.2,others,online,"Sydney,AU",1566,75.2,0,8,Monday
989,C002873,05:23.6,95.31,restaurants,pos,"Berlin,DE",3117,22.36,0,11,Saturday
990,C003073,36:03.6,113.4,gaming,online,"New York,US",3524,22.4,0,20,Sunday
991,C001855,39:42.6,108.52,healthcare,online,"Remote,Unknown",309,44.51,0,20,Thursday
992,C004022,20:38.6,87.92,restaurants,online,"Bengaluru,IN",154,22.34,0,12,Monday
993,C004663,40:26.6,167,healthcare,pos,"New York,US",967,22.54,0,4,Tuesday
994,C002709,28:19.6,87.75,healthcare,online,"London,UK",3624,44.46,0,21,Tuesday
995,C003503,02:32.6,37.52,utilities,pos,"London,UK",2032,22.21,0,6,Friday
996,C001333,12:58.6,21.01,gaming,pos,"Bengaluru,IN",1164,0.05,0,17,Friday
997,C000202,03:04.6,40.5,entertainment,online,"Toronto,CA",2817,44.34,0,8,Wednesday
998,C003508,42:48.6,79.6,telecom,online,"Sydney,AU",385,44.44,0,23,Tuesday
999,C004213,06:39.6,37.36,fashion,online,"Dubai,AE",2796,44.33,0,12,Friday
1000,C000575,52:05.6,79.62,electronics,atm,"Mumbai,IN",624,0.2,0,8,Sunday
1001,C000537,36:21.6,92.48,digital_services,online,"London,UK",1057,66.6,0,4,Thursday
1002,C001626,00:50.6,148.39,gaming,online,"Berlin,DE",1732,44.61,0,12,Thursday
1003,C002123,52:05.6,254.51,restaurants,online,"London,UK",3443,67,0,4,Sunday
1004,C000386,03:19.6,59.96,fashion,pos,"Sydney,AU",3250,22.27,0,11,Saturday
1005,C003282,31:01.6,11.37,telecom,online,"London,UK",3432,66.39,0,0,Tuesday
1006,C000475,48:34.6,36.08,healthcare,online,"Sydney,AU",1670,66.45,0,1,Tuesday
1007,C000418,42:17.6,57.56,healthcare,online,"Dubai,AE",1460,66.51,0,4,Saturday
1008,C003601,24:12.6,6.03,restaurants,pos,"Dubai,AE",1923,22.13,0,22,Wednesday
1009,C000955,54:34.6,288.99,healthcare,online,"Mumbai,IN",1871,22.84,0,6,Tuesday
1010,C004972,17:04.6,64.77,travel,pos,"London,UK",6,44.4,0,15,Sunday
1011,C004859,55:56.6,86.28,digital_services,online,"Bengaluru,IN",1829,22.33,0,21,Wednesday
1012,C001206,05:59.6,281.08,fashion,atm,"Remote,Unknown",691,22.82,0,20,Wednesday
1013,C004760,49:29.6,25.63,groceries,pos,"Berlin,DE",2843,44.31,0,0,Thursday
1014,C004121,32:44.6,108.73,groceries,pos,"Mumbai,IN",1642,22.39,0,0,Friday
1015,C001991,27:00.6,47.85,utilities,online,"Dubai,AE",1861,44.36,0,23,Friday
1016,C004806,15:56.6,43.78,restaurants,online,"Bengaluru,IN",2939,22.23,0,15,Tuesday
1017,C003573,04:18.6,21.61,others,online,"Remote,Unknown",1255,66.42,1,4,Friday
1018,C004381,49:58.6,402.91,healthcare,pos,"Bengaluru,IN",1425,52.62,0,0,Wednesday
1019,C004159,53:24.6,34.79,utilities,atm,"London,UK",2775,22.21,0,18,Friday
1020,C004758,05:19.6,126.39,fuel,online,"Remote,Unknown",785,44.56,0,10,Saturday
1021,C002714,02:59.6,5.75,groceries,pos,"Berlin,DE",617,44.26,0,4,Monday
1022,C002204,12:05.6,224.97,entertainment,online,"San Francisco,US",886,22.68,0,23,Wednesday
1023,C003121,09:57.6,192.99,utilities,atm,"Dubai,AE",2071,22.6,0,7,Saturday
1024,C000967,14:52.6,61.37,entertainment,online,"Sydney,AU",2855,44.39,0,16,Saturday
1025,C004945,51:35.6,41.58,healthcare,online,"Bengaluru,IN",161,22.22,0,11,Wednesday
1026,C003433,36:52.6,88.23,fuel,pos,"Singapore,SG",1218,22.34,0,8,Tuesday
1027,C000689,51:03.6,851.12,healthcare,pos,"Singapore,SG",2314,75.87,0,5,Wednesday
1028,C004244,34:43.6,6.58,gaming,pos,"Dubai,AE",83,22.14,0,16,Monday
1029,C003702,15:19.6,139.55,fuel,pos,"Remote,Unknown",168,22.47,0,13,Sunday
1030,C000342,34:03.6,18.28,fuel,pos,"Remote,Unknown",2703,44.29,0,3,Thursday
1031,C001725,01:54.6,53.31,fuel,online,"San Francisco,US",2603,22.25,0,8,Wednesday
1032,C004423,27:57.6,40.55,travel,online,"Singapore,SG",344,44.34,0,13,Friday
1033,C001793,17:44.6,32.66,gaming,online,"New York,US",12,44.32,0,6,Saturday
1034,C001760,02:16.6,53.92,education,pos,"San Francisco,US",3606,0.13,0,16,Friday
1035,C003213,03:11.6,14,others,pos,"London,UK",1554,44.28,0,3,Sunday
1036,C000990,28:37.6,187.73,fuel,pos,"Sydney,AU",450,22.59,0,23,Friday
1037,C002263,41:34.6,6.34,travel,pos,"Singapore,SG",574,22.13,0,16,Wednesday
1038,C002483,32:53.6,104.35,healthcare,online,"Mumbai,IN",1725,22.38,0,11,Monday
1039,C000952,53:20.6,36.9,travel,pos,"Dubai,AE",2639,22.21,0,10,Thursday
1040,C000723,36:24.6,13.4,fashion,online,"Toronto,CA",2538,66.4,0,4,Wednesday
1041,C003390,04:04.6,69.61,entertainment,pos,"London,UK",1191,22.29,0,15,Saturday
1042,C002080,28:36.6,8.43,fuel,online,"Mumbai,IN",2710,44.26,0,4,Friday
1043,C002718,34:21.6,57.26,electronics,pos,"Singapore,SG",465,22.26,0,21,Sunday
1044,C002333,43:49.6,9.9,digital_services,pos,"Bengaluru,IN",2958,0.02,0,13,Thursday
1045,C003377,32:35.6,94.97,others,online,"New York,US",1759,22.36,0,10,Wednesday
1046,C004525,35:51.6,18.01,others,pos,"London,UK",2665,22.16,0,17,Wednesday
1047,C001501,03:35.6,31.78,utilities,online,"Remote,Unknown",1790,44.32,0,7,Thursday
1048,C000286,20:04.6,77.69,healthcare,online,"Sydney,AU",7,88.68,0,3,Friday
1049,C003496,17:33.6,21.61,restaurants,pos,"Bengaluru,IN",3055,0.05,0,23,Tuesday
1050,C002066,35:39.6,50.93,entertainment,pos,"Singapore,SG",3235,22.25,0,13,Wednesday
1051,C000769,11:00.6,8.88,entertainment,online,"Sydney,AU",2850,44.26,0,16,Sunday
1052,C003058,13:40.6,116.4,restaurants,online,"Toronto,CA",1219,44.53,0,16,Friday
1053,C004290,54:22.6,453.91,utilities,pos,"Remote,Unknown",319,52.75,0,20,Tuesday
1054,C002162,07:13.6,1557.21,entertainment,pos,"Toronto,CA",2178,55.51,0,8,Wednesday
1055,C003294,41:58.6,60.91,travel,online,"London,UK",2157,44.39,0,23,Saturday
1056,C000947,20:28.6,140.59,fashion,pos,"Berlin,DE",2267,44.59,0,2,Thursday
1057,C004927,33:36.6,6.44,telecom,pos,"Singapore,SG",2554,22.13,0,12,Wednesday
1058,C003336,17:33.6,331.39,telecom,online,"Dubai,AE",429,45.07,0,8,Monday
1059,C004151,18:50.6,138.58,others,online,"San Francisco,US",1855,22.47,0,15,Saturday
1060,C004896,42:53.6,30.55,telecom,pos,"Toronto,CA",2690,22.2,0,20,Friday
1061,C004874,26:12.6,240.96,groceries,pos,"New York,US",244,0.6,0,20,Saturday
1062,C001482,43:15.6,40.23,travel,online,"Berlin,DE",2486,44.34,0,15,Tuesday
1063,C001902,44:17.6,31.51,telecom,atm,"Berlin,DE",307,22.2,0,6,Sunday
1064,C003452,43:49.6,96.58,fuel,online,"Singapore,SG",1833,66.61,0,0,Thursday
1065,C004065,53:19.6,15.24,entertainment,pos,"San Francisco,US",901,0.03,0,10,Thursday
1066,C000055,32:55.6,186.04,travel,online,"Berlin,DE",1621,44.71,0,13,Sunday
1067,C001824,26:32.6,15.38,groceries,pos,"Berlin,DE",3327,22.16,0,14,Monday
1068,C003463,31:50.6,15.49,fashion,pos,"Toronto,CA",3399,22.16,0,21,Monday
1069,C003080,17:14.6,18.33,healthcare,online,"Sydney,AU",2457,44.29,0,11,Sunday
1070,C000833,07:49.6,135.83,others,atm,"London,UK",749,22.46,0,19,Friday
1071,C004409,02:32.6,26.05,fashion,online,"Singapore,SG",2049,44.31,0,21,Sunday
1072,C002807,59:46.6,10.83,electronics,pos,"Singapore,SG",777,44.27,0,4,Wednesday
1073,C002491,59:12.6,26.4,travel,pos,"London,UK",194,22.18,0,23,Sunday
1074,C000328,43:44.6,52.54,restaurants,pos,"Singapore,SG",3011,22.25,0,16,Saturday
1075,C003311,58:59.6,13.23,fuel,atm,"Mumbai,IN",3436,0.03,0,22,Monday
1076,C003301,30:49.6,13.71,fashion,pos,"Singapore,SG",1893,44.28,0,5,Tuesday
1077,C003676,32:46.6,687.84,utilities,atm,"Berlin,DE",2170,53.34,1,18,Tuesday
1078,C003055,19:09.6,19.44,travel,online,"Berlin,DE",2412,44.29,0,20,Sunday
1079,C002144,37:22.6,37.05,healthcare,online,"San Francisco,US",1028,44.33,1,2,Sunday
1080,C001312,59:07.6,35.14,telecom,pos,"San Francisco,US",149,0.08,0,21,Friday
1081,C003192,01:48.6,32.93,fuel,pos,"Singapore,SG",3133,22.2,0,18,Saturday
1082,C002539,01:52.6,115.08,others,pos,"New York,US",2842,22.41,0,2,Tuesday
1083,C003984,03:27.6,170.34,restaurants,online,"Toronto,CA",1141,44.67,0,9,Wednesday
1084,C004548,41:33.6,37.82,gaming,pos,"Mumbai,IN",2894,0.09,0,10,Thursday
1085,C000165,59:56.6,12.38,restaurants,atm,"Berlin,DE",238,22.15,0,6,Friday
1086,C004278,00:26.6,251.97,others,online,"Mumbai,IN",1162,22.75,0,16,Tuesday
1087,C000823,41:57.6,48.7,telecom,online,"Toronto,CA",730,44.36,0,19,Monday
1088,C000944,49:05.6,435.45,digital_services,online,"Dubai,AE",458,74.83,0,22,Thursday
1089,C004426,06:27.6,3.69,healthcare,online,"Singapore,SG",2533,44.25,0,7,Monday
1090,C000775,59:18.6,69.03,electronics,pos,"New York,US",2043,0.17,0,13,Monday
1091,C002199,58:32.6,545.84,education,atm,"Bengaluru,IN",3154,30.86,0,14,Tuesday
1092,C003157,56:54.6,35.73,utilities,online,"London,UK",1755,44.33,0,12,Sunday
1093,C004243,17:33.6,41.65,telecom,pos,"Singapore,SG",2897,22.22,0,21,Saturday
1094,C003696,37:45.6,77.84,telecom,pos,"Singapore,SG",714,22.31,0,11,Wednesday
1095,C003453,42:42.6,27.92,fashion,online,"London,UK",1611,44.31,0,15,Sunday
1096,C000915,50:54.6,37.54,fashion,pos,"New York,US",3119,0.09,0,8,Friday
1097,C001309,57:19.6,36.4,electronics,pos,"London,UK",344,22.21,0,12,Sunday
1098,C004178,48:12.6,25.72,travel,pos,"London,UK",1363,22.18,0,9,Monday
1099,C000514,30:06.6,238.56,groceries,pos,"Bengaluru,IN",2284,0.59,0,23,Monday
1100,C001921,19:35.6,94.94,gaming,pos,"Berlin,DE",1488,22.36,0,7,Wednesday
1101,C003595,30:31.6,73.76,restaurants,online,"Sydney,AU",663,44.43,0,8,Wednesday
1102,C004842,42:53.6,144.07,telecom,online,"Dubai,AE",2424,66.72,0,2,Monday
1103,C001410,04:27.6,39.76,others,online,"London,UK",3195,44.34,0,18,Thursday
1104,C004803,39:27.6,21.56,fashion,online,"Sydney,AU",3020,44.3,0,14,Friday
1105,C004567,36:54.6,26.49,travel,online,"London,UK",246,44.31,0,9,Monday
1106,C003191,52:51.6,54.72,education,online,"Mumbai,IN",1278,22.26,0,12,Friday
1107,C004492,26:20.6,15.32,digital_services,pos,"Sydney,AU",2614,22.16,0,23,Thursday
1108,C001556,44:15.6,29.95,electronics,pos,"Bengaluru,IN",2747,22.19,0,3,Saturday
1109,C000805,16:38.6,29.39,electronics,online,"Mumbai,IN",2963,22.19,0,17,Wednesday
1110,C001280,21:16.6,698.87,others,online,"Mumbai,IN",2329,75.49,0,2,Friday
1111,C003578,50:25.6,1.96,entertainment,pos,"Berlin,DE",2115,22.12,0,16,Tuesday
1112,C002902,11:59.6,44.01,electronics,online,"Sydney,AU",1557,66.47,0,4,Friday
1113,C001388,26:00.6,433.04,utilities,online,"Dubai,AE",1558,74.82,0,14,Tuesday
1114,C004689,06:09.6,63.19,entertainment,pos,"London,UK",2223,22.28,0,14,Friday
1115,C002762,40:53.6,134.84,electronics,online,"New York,US",1215,22.46,0,22,Tuesday
1116,C002680,24:41.6,61.55,telecom,online,"New York,US",2333,22.27,0,13,Saturday
1117,C002107,44:04.6,24.51,fuel,online,"Mumbai,IN",305,22.18,0,18,Wednesday
1118,C004224,22:08.6,3.71,utilities,online,"Berlin,DE",2923,66.37,0,5,Monday
1119,C004832,18:41.6,69.86,fuel,atm,"San Francisco,US",793,0.17,0,8,Thursday
1120,C002769,17:22.6,21.53,fuel,online,"New York,US",407,22.17,0,23,Saturday
1121,C003954,50:34.6,20.9,telecom,pos,"Singapore,SG",332,44.29,0,2,Wednesday
1122,C003187,28:00.6,30,entertainment,pos,"San Francisco,US",2353,22.19,0,2,Friday
1123,C003281,24:54.6,443.12,telecom,online,"Sydney,AU",2038,74.85,0,17,Sunday
1124,C002574,59:33.6,978.29,restaurants,online,"San Francisco,US",2967,54.06,0,12,Friday
1125,C004617,06:39.6,70.86,telecom,pos,"Remote,Unknown",1797,22.3,0,13,Wednesday
1126,C002600,15:13.6,31.26,electronics,pos,"New York,US",2717,0.07,0,13,Friday
1127,C004034,07:27.6,13.29,fashion,online,"Dubai,AE",2821,66.4,0,3,Tuesday
1128,C000237,13:00.6,95.8,travel,online,"San Francisco,US",551,22.36,0,9,Thursday
1129,C001305,11:10.6,463.82,healthcare,pos,"San Francisco,US",3043,30.65,0,6,Wednesday
1130,C003431,41:08.6,40.58,healthcare,online,"Singapore,SG",1361,44.34,0,16,Thursday
1131,C001302,43:56.6,3.14,telecom,online,"New York,US",1054,44.25,0,3,Sunday
1132,C002542,50:30.6,122,entertainment,online,"Mumbai,IN",440,22.42,0,15,Friday
1133,C002052,10:44.6,178.12,utilities,online,"London,UK",258,66.81,0,4,Friday
1134,C000442,41:53.6,8.14,telecom,online,"Singapore,SG",783,44.26,0,16,Wednesday
1135,C002077,54:40.6,67.48,others,pos,"Berlin,DE",2611,22.29,0,14,Monday
1136,C003181,11:20.6,93.83,telecom,pos,"Sydney,AU",1815,22.35,0,10,Tuesday
1137,C002658,07:56.6,50.01,fuel,pos,"New York,US",234,0.12,0,11,Wednesday
1138,C003799,23:41.6,21.14,restaurants,online,"Singapore,SG",2074,44.29,0,6,Tuesday
1139,C000805,01:08.6,184.77,others,online,"Toronto,CA",2571,66.83,0,3,Wednesday
1140,C000075,38:33.6,33.65,utilities,pos,"Singapore,SG",2432,22.2,0,10,Friday
1141,C002176,38:36.6,9.19,telecom,online,"Berlin,DE",3608,66.39,0,0,Sunday
1142,C003925,32:27.6,4.67,education,online,"Toronto,CA",393,44.25,0,11,Sunday
1143,C002090,49:35.6,247.9,entertainment,online,"Bengaluru,IN",462,22.74,0,18,Tuesday
1144,C000041,34:17.6,114.43,groceries,online,"Dubai,AE",1752,66.65,1,2,Sunday
1145,C002082,18:52.6,60.68,others,atm,"Berlin,DE",839,44.39,1,0,Thursday
1146,C004684,45:02.6,32.19,travel,pos,"Berlin,DE",3210,44.32,0,5,Saturday
1147,C001623,18:57.6,28.94,education,online,"Dubai,AE",2785,44.31,0,20,Friday
1148,C000342,35:41.6,15.02,restaurants,pos,"Mumbai,IN",110,0.03,0,23,Sunday
1149,C004053,52:39.6,32.53,education,online,"Singapore,SG",1499,66.45,0,3,Tuesday
1150,C002075,27:34.6,4.29,gaming,online,"New York,US",1352,44.25,0,5,Wednesday
1151,C000646,01:45.6,22.57,utilities,online,"Remote,Unknown",206,66.42,1,4,Saturday
1152,C004827,58:11.6,37.6,others,pos,"Sydney,AU",1095,22.21,0,22,Thursday
1153,C004264,07:23.6,113.51,gaming,online,"Sydney,AU",210,44.53,1,13,Wednesday
1154,C000610,13:55.6,52.04,healthcare,online,"Sydney,AU",185,44.37,0,21,Monday
1155,C000455,58:23.6,141.73,restaurants,online,"Toronto,CA",2650,44.6,0,10,Wednesday
1156,C002954,18:34.6,275.6,fuel,online,"Bengaluru,IN",2807,22.81,0,20,Saturday
1157,C001709,06:25.6,194.38,others,pos,"Berlin,DE",1407,22.6,0,14,Wednesday
1158,C003473,07:21.6,96.03,telecom,pos,"Remote,Unknown",2793,44.48,0,1,Monday
1159,C002970,20:10.6,55.38,fashion,pos,"Singapore,SG",891,22.26,0,21,Sunday
1160,C003029,26:42.6,16.83,others,pos,"San Francisco,US",399,0.04,0,8,Wednesday
1161,C004798,59:54.6,132.68,electronics,atm,"Berlin,DE",2593,22.45,0,8,Tuesday
1162,C002682,26:30.6,409.81,fashion,online,"Sydney,AU",2955,74.76,0,23,Sunday
1163,C003630,26:31.6,82.31,entertainment,online,"Bengaluru,IN",1683,22.32,0,14,Tuesday
1164,C004226,36:23.6,544.96,others,online,"London,UK",2730,75.1,0,21,Wednesday
1165,C003068,26:49.6,8.75,education,online,"Sydney,AU",978,44.26,0,20,Wednesday
1166,C001387,20:32.6,13.67,groceries,online,"Mumbai,IN",314,22.15,0,16,Saturday
1167,C003777,44:45.6,152.36,digital_services,online,"Berlin,DE",228,44.62,0,6,Saturday
1168,C002867,11:33.6,74.97,telecom,online,"New York,US",2706,44.43,0,4,Monday
1169,C004789,23:38.6,264.16,groceries,pos,"Bengaluru,IN",1170,22.78,0,3,Tuesday
1170,C003364,57:57.6,53.59,others,atm,"Berlin,DE",3094,44.38,0,1,Sunday
1171,C004890,12:21.6,19.27,fuel,online,"Mumbai,IN",2740,22.17,0,10,Saturday
1172,C004125,55:37.6,42.25,others,online,"New York,US",2348,22.22,0,22,Tuesday
1173,C000149,49:20.6,8.68,telecom,pos,"Berlin,DE",927,22.14,0,19,Thursday
1174,C003851,47:08.6,14.09,groceries,online,"Mumbai,IN",3337,22.15,0,9,Saturday
1175,C002059,11:51.6,175.38,travel,online,"Sydney,AU",3122,44.68,0,20,Thursday
1176,C001137,24:16.6,155.61,digital_services,online,"Singapore,SG",2790,44.63,0,6,Saturday
1177,C000187,26:53.6,84.4,education,pos,"Remote,Unknown",3447,22.33,0,10,Sunday
1178,C002855,26:41.6,6.92,entertainment,pos,"Singapore,SG",2109,22.14,0,9,Friday
1179,C001251,27:25.6,35.51,electronics,pos,"Sydney,AU",3091,22.21,0,14,Tuesday
1180,C001334,28:17.6,12.55,utilities,online,"Singapore,SG",2356,44.27,0,23,Friday
1181,C004194,53:19.6,224.04,fashion,online,"London,UK",1847,44.8,0,17,Monday
1182,C004151,15:04.6,27.1,others,online,"Dubai,AE",537,44.31,0,23,Monday
1183,C002712,41:46.6,14.84,education,atm,"Sydney,AU",3279,22.16,0,19,Monday
1184,C004854,59:32.6,56.59,travel,pos,"Sydney,AU",3397,22.26,0,13,Monday
1185,C004502,15:14.6,25.33,electronics,online,"Remote,Unknown",75,44.3,0,7,Saturday
1186,C001786,52:47.6,323.92,travel,pos,"Sydney,AU",1677,45.05,0,2,Sunday
1187,C000751,15:47.6,22.61,telecom,online,"Dubai,AE",1442,44.3,0,15,Tuesday
1188,C001763,58:25.6,10.19,fuel,atm,"Berlin,DE",3400,22.14,0,14,Sunday
1189,C003921,00:08.6,4.12,groceries,pos,"San Francisco,US",3353,0.01,0,21,Monday
1190,C004461,54:31.6,52.62,electronics,online,"Sydney,AU",1627,44.37,0,6,Saturday
1191,C000482,02:47.6,27.82,restaurants,pos,"Dubai,AE",3147,22.19,0,19,Wednesday
1192,C000154,05:05.6,9.83,telecom,pos,"New York,US",1600,0.02,0,13,Thursday
1193,C001525,14:09.6,227.48,restaurants,online,"Toronto,CA",2642,44.81,0,21,Saturday
1194,C002121,39:18.6,121.59,fashion,pos,"Toronto,CA",609,22.42,0,19,Wednesday
1195,C002344,19:25.6,52.78,groceries,pos,"Berlin,DE",612,22.25,0,9,Monday
1196,C001241,05:59.6,280.67,others,online,"Dubai,AE",1021,44.94,0,17,Monday
1197,C000061,56:33.6,120.91,electronics,pos,"Berlin,DE",785,22.42,0,10,Wednesday
1198,C000939,48:11.6,20.34,telecom,pos,"Berlin,DE",241,44.29,0,2,Friday
1199,C001640,00:05.6,15.69,fashion,online,"Remote,Unknown",2053,44.28,0,23,Wednesday
1200,C004121,46:28.6,145.7,healthcare,online,"Bengaluru,IN",1239,22.48,0,10,Friday
1201,C004227,57:48.6,87.85,utilities,pos,"New York,US",1603,22.34,0,3,Thursday
1202,C003570,57:03.6,66.93,fuel,online,"New York,US",2535,44.41,0,0,Saturday
1203,C001253,03:24.6,19.77,fashion,pos,"New York,US",2405,0.05,0,7,Wednesday
1204,C004204,22:20.6,113.24,education,online,"London,UK",394,44.52,0,9,Sunday
1205,C000172,16:46.6,22.05,healthcare,online,"Singapore,SG",3227,44.3,0,13,Tuesday
1206,C001459,41:11.6,48.31,gaming,online,"New York,US",1415,22.24,0,6,Wednesday
1207,C003550,27:08.6,309.93,gaming,pos,"New York,US",369,22.89,0,3,Friday
1208,C004198,14:58.6,24.7,groceries,pos,"Remote,Unknown",2077,44.3,0,4,Wednesday
